5	1.453451e-02	6.518000e-03
10	8.225958e-05	2.292800e-02
15	1.377939e-06	4.088500e-02
20	2.720353e-08	7.184100e-02
25	6.194508e-10	9.524200e-02
30	1.543043e-11	1.347580e-01
35	4.015677e-13	1.874470e-01
40	1.731948e-14	2.465080e-01
45	8.881784e-15	3.224870e-01
50	1.276756e-14	3.965060e-01
55	8.881784e-15	4.703520e-01
60	1.798561e-14	5.674980e-01
