5	9.704731e-03
10	1.268917e-03
15	1.787860e-04
20	2.814759e-05
25	4.715765e-06
30	8.501033e-07
35	1.593899e-07
40	3.128326e-08
45	6.331264e-09
50	1.323928e-09
55	2.831928e-10
60	6.214007e-11
65	1.390443e-11
70	3.174572e-12
75	7.358558e-13
80	1.731948e-13
85	4.130030e-14
90	1.043610e-14
95	3.774758e-15
100	1.998401e-15
105	1.554312e-15
110	1.554312e-15
115	1.776357e-15
120	1.776357e-15
